Empresa,Numero,Trimestre,Ativo total,Lucro operacional,Depositos totais,M_Roa,M_Ets,DP_Roa,z_score,TAM,LIQ,SB  t,SB t-1,PQ_dummy,Roa,Ets,LN Depósitos,Patrimonio liquido,LN PL
ABC,1,12_4t,13483126,94109,3397808,0.008596790395487,0.133843275058603,0.001677220928528,84.9262390131933,16.4169495356738,0.252004468399984,-0.181702668,0,0,0.006979761221545,0.124561099555103,15.0386410757918,1679473,14.3339906116921
ABC,1,13_1t,13973894,106113,2995667,0.008425573825037,0.131575849605613,0.001664950825628,84.0874224485609,16.4527014325498,0.214375964208688,-0.059180577,-0.181702668,0,0.007593660006295,0.125701182505034,14.9126774692442,1756535,14.3788536764787
ABC,1,13_2t,16381821,83701,3255187,0.008113881981642,0.129713274577188,0.001910356993415,72.1473300717592,16.6116828023712,0.198707274362234,-0.075362319,-0.059180577,0,0.005109383138785,0.109523782490359,14.9957602820514,1794199,14.4000692407557
ABC,1,13_3t,17195204,107445,3237657,0.007895113646369,0.127637544766534,0.001964962384431,68.9746834274236,16.6601410656921,0.188288373897745,-0.059347181,-0.075362319,0,0.006248544652334,0.108444482542923,14.9903604780226,1864725,14.4386241471047
ABC,1,13_4t,17259745,99472,3391566,0.007555138727474,0.125453536019979,0.001950192065805,68.2028591335582,16.6638874694664,0.196501512623738,-0.103368177,-0.059347181,0,0.005763236942377,0.111097933370394,15.0368023195947,1917522,14.4665442854302
ABC,1,14_1t,18393711,125561,4402343,0.00727024201763,0.122687538450132,0.001762159551018,73.7491564783177,16.7275193706762,0.239339576445449,-0.067692308,-0.103368177,0,0.006826300576322,0.107990714869881,15.2976474571607,1986350,14.5018093416954
ABC,1,14_2t,18229173,133462,4244572,0.006987118505403,0.120396723934179,0.001391704587209,91.530805898276,16.7185337808425,0.232845011674419,-0.06970128,-0.067692308,0,0.007321341456357,0.111436761283685,15.261151548145,2031400,14.5242357684875
ABC,1,14_3t,19211970,87378,4166830,0.006743561161537,0.119174326584319,0.001546499834204,81.4212099872,16.7710440802416,0.216887180231908,-0.044222539,-0.06970128,0,0.004548102042633,0.110750849600536,15.2426661128361,2127742,14.5705718814919
ABC,1,14_4t,20740424,87398,4230701,0.006238458294386,0.116078333182625,0.001249507202246,97.8920259580438,16.847595204144,0.20398334190275,-0.152442613,-0.044222539,0,0.004213896495076,0.105520745381097,15.2578782583324,2188545,14.5987474974305
ABC,1,15_1t,23115883,32239,4214161,0.00567995881128,0.113278522806257,0.001743566474545,68.2270985100131,16.9560305149777,0.182305863029329,-0.034055728,-0.152442613,0,0.001394668765195,0.098455940445797,15.2539610785965,2275896,14.637884378984
ABC,1,15_2t,23073813,147082,4579870,0.005771906093711,0.111605191500988,0.001749126229888,67.1061331017894,16.9542088960766,0.19848778353192,-0.08988764,-0.034055728,0,0.006374412412894,0.101205726162382,15.3371811714081,2335202,14.6636089549794
ABC,1,15_3t,26488017,-62660,4772643,0.005000642475941,0.108903089592012,0.002883897424809,39.4964574981375,17.0922030000091,0.180181211753224,-0.087928465,-0.08988764,0,-0.002365597998521,0.092147856896951,15.3784107974647,2440814,14.7078421481925
ABC,1,15_4t,24212410,162546,4297254,0.004978440223741,0.107160644937669,0.00286825880918,39.0965713423426,17.0023758696022,0.177481465083401,-0.152302243,-0.087928465,0,0.00671333419515,0.103651763702994,15.2734867720178,2509659,14.7356574453049
ABC,1,16_1t,23445019,216230,3597073,0.005114206435152,0.106033175132132,0.003036901581834,36.5989409179829,16.9701686209128,0.153425894003328,-0.103351955,-0.152302243,0,0.009222854543219,0.112171544838586,15.0956310171619,2629864,14.7824426917903
ABC,1,16_2t,22721700,230236,3348759,0.005532830221868,0.106767617945936,0.003364716378041,33.375903211544,16.9388309729617,0.147381533952125,-0.104683196,-0.103351955,0,0.010132868579376,0.118337096256002,15.0241003874073,2688820,14.8046129936278
ABC,1,16_3t,23543137,138254,3885058,0.005501482293734,0.107752277476078,0.00335918992975,33.7146044547203,16.9743449134496,0.165018705875942,-0.098250336,-0.104683196,0,0.005872369514734,0.120260396904627,15.1726484708874,2831307,14.8562490004612
ABC,1,16_4t,25678162,141531,4790707,0.005480523070839,0.107883476083185,0.003358192760726,33.7574425386814,17.0611514610158,0.18656736412832,-0.17707151,-0.098250336,0,0.005511726267636,0.112672316655686,15.3821885576603,2893218,14.8778799354228
ABC,1,17_1t,26191982,166795,5333425,0.005442345541861,0.108530735678256,0.003344076919759,34.0820752497361,17.0809638913601,0.203628156128085,-0.120218579,-0.17707151,0,0.006368170228584,0.115757830010726,15.4895041788882,3031927,14.9247089489374
ABC,1,17_2t,26549172,123885,5718637,0.005221087688711,0.108943084562923,0.003295942373278,34.637793784633,17.0945091187252,0.215397941600589,-0.109530583,-0.120218579,0,0.004666247218557,0.116384947899693,15.5592410482479,3089924,14.9436570531022
ABC,1,17_3t,26988588,183983,6109171,0.005410168062823,0.109682375275604,0.003318828100146,34.6786696585389,17.1109246679532,0.226361267955182,-0.124463519,-0.109530583,0,0.006817066531973,0.119622338152704,15.6253016427281,3228438,14.9875089868996
ABC,1,17_4t,28767785,125647,5831263,0.005422979070047,0.11040289733363,0.003314083898982,34.9495908776695,17.1747667426438,0.202701146438629,-0.128205128,-0.124463519,0,0.004367628581763,0.114167010077418,15.5787441729429,3284332,15.0046738406687
ABC,1,18_1t,28362556,160057,5505320,0.005777027523477,0.112246292770127,0.003061961711612,38.5450019985581,17.1605803825064,0.194105213930649,-0.120226308,-0.128205128,0,0.005643250206364,0.120576685683759,15.5212254554231,3419863,15.0451110497569
ABC,1,18_2t,30923041,4745,5206520,0.00525861361006,0.113098872190453,0.003453252426593,34.2742062205062,17.2470121274295,0.168370245345534,-0.104278075,-0.120226308,0,0.000153445451888,0.111436679206291,15.4654222442969,3445961,15.0527133785364
ABC,1,18_3t,31329947,108934,5175516,0.005745496176222,0.11504553078533,0.002582729176937,46.7687545563006,17.2600849712576,0.165193895795611,-0.114245416,-0.104278075,0,0.003476992795424,0.11550776003547,15.4594496022899,3618852,15.1016674064347
ABC,1,18_4t,32728775,210687,5874013,0.005722498563334,0.115740929934375,0.002574543426129,47.1786287482939,17.3037652183403,0.179475492131924,-0.125379171,-0.114245416,0,0.006437362840497,0.111996553491538,15.5860486038809,3665510,15.1144780377828
ABC,1,19_1t,33844450,150381,5237189,0.005324202241374,0.115809822961365,0.002343098050535,51.6982313971411,17.3372855852388,0.154742919444695,-0.096685083,-0.125379171,0,0.004443298679695,0.112998261162465,15.4712954619746,3824364,15.1569027369078
ABC,1,19_2t,34916754,201954,4361377,0.004961785774338,0.11521381423958,0.001806630924377,66.5191757720804,17.3684773292886,0.124907859419006,-0.076716016,-0.096685083,0,0.005783870974948,0.111184991594579,15.2882983911509,3882219,15.1719174553393
ABC,1,19_3t,37079847,85241,4479736,0.004663992467339,0.114083482990319,0.001932990220385,61.4320104702768,17.4285841724398,0.120813227735271,-0.085481682,-0.076716016,0,0.002298849830745,0.106696421913499,15.3150746740834,3956287,15.1908165171216
ABC,1,19_4t,36257230,200933,5209577,0.004666504777797,0.113981312334476,0.00193421139086,61.3417011568161,17.4061493676537,0.143683811477049,-0.155579399,-0.085481682,0,0.005541873993132,0.111446268785564,15.4660092204143,4040733,15.2119366691234
ABC,1,20_1t,48806383,-358767,5633742,0.004232015954233,0.111244236962674,0.002600996357712,44.3969298820915,17.7033716614502,0.115430434580657,-0.090174966,-0.155579399,0,0.001154304345807,0.082912925549103,15.5442844329727,4046680,15.213407349815
ABC,1,20_2t,49895843,-434920,6837132,0.003957352093263,0.108381897495559,0.002666018575877,42.1374594330646,17.7254482506383,0.137028088692679,-0.067961165,-0.090174966,0,0.001370280886927,0.082036874294318,15.737878903423,4093299,15.2248618043578
ABC,1,20_3t,46197273,-218488,9799980,0.003566040966095,0.105967128676234,0.002667298645418,41.0652064891566,17.6484313283358,0.21213330059547,-0.072681704,-0.067961165,0,0.002121333005955,0.090645112320807,16.0978909028224,4187557,15.2476280669631
ABC,1,20_4t,43296880,106933,10155421,0.003397532903103,0.1047068139698,0.002703176338878,39.9915999996439,17.5835911349493,0.234553182584981,-0.143776824,-0.072681704,0,0.00234553182585,0.099043233600204,16.1335182095474,4288263,15.2713923138071
ABC,1,21_1t,48637052,159587,10088626,0.003100117683981,0.102183801727356,0.002727628026403,38.599075237615,17.6998961852328,0.207426757690824,-0.04787234,-0.143776824,0,0.002074267576908,0.090300538774431,16.1269192086271,4391952,15.29528433315
BANRS,5,12_4t,46570774,275888,16014134,0.00858916058985,0.114921713000512,0.001795505269154,68.7889229356234,17.6564837349622,0.34386660612512,-0.116453794,0,0,0.00592405872404,0.105128315024354,16.588982265258,4895907,15.4039101078959
BANRS,5,13_1t,47674456,319054,15500135,0.008640255195906,0.113563351110624,0.001724923224051,70.8458235141183,17.6799062987931,0.325124527902322,-0.038297872,-0.116453794,0,0.00669234694571,0.100282444754063,16.556359291529,4780911,15.3801416720825
BANRS,5,13_2t,52479456,323680,15412177,0.008410670012627,0.111702766854482,0.001861815646687,64.5141408500021,17.7759323366927,0.293680197447169,-0.016733068,-0.038297872,0,0.006167746860791,0.093169963499622,16.5506684692197,4889509,15.4026024474118
BANRS,5,13_3t,53464434,278740,15069661,0.008002599299192,0.109853952624646,0.00198778267658,59.2904613328439,17.7945272057519,0.281863285039172,-0.008750994,-0.016733068,0,0.005213559354243,0.093714617833605,16.5281940753264,5010399,15.4270261106085
BANRS,5,13_4t,53210687,285093,15624432,0.007510588078912,0.10791472782351,0.001832303623626,62.9946447816368,17.7897698175961,0.293633344745201,-0.064354785,-0.008750994,0,0.0053578146811,0.096779092515757,16.564346400926,5149682,15.4544455231606
BANRS,5,14_1t,57445764,109020,15412986,0.006830626087661,0.10525871263514,0.002264350389762,49.501764050999,17.8663518258591,0.268305005047892,-0.032457496,-0.064354785,0,0.001897790061596,0.089846659537856,16.5507209588043,5161310,15.4567009812057
BANRS,5,14_2t,57212081,168865,15638440,0.006229071970394,0.103062218329192,0.002255337314954,48.4589553744088,17.8622756403428,0.273341569239546,-0.024571854,-0.032457496,0,0.00295156192623,0.09217673798651,16.5652425438611,5273623,15.4782281605948
BANRS,5,14_3t,59092151,318579,15654852,0.005853148195973,0.100904456440853,0.001941543586767,54.9859428160397,17.8946086647578,0.264922696755446,-0.033033033,-0.024571854,0,0.005391223616145,0.09173324897244,16.5662914588494,5420715,15.5057382835345
BANRS,5,14_4t,59561696,367188,15684770,0.005645293299702,0.099081278978115,0.00173652953639,60.3079706294556,17.9025232408616,0.263336524198371,-0.073156342,-0.033033033,0,0.00616483452721,0.095217990434658,16.568200735808,5671345,15.5509368609772
BANRS,5,15_1t,61357293,187909,15113819,0.005213027324966,0.097341296038973,0.001673759504095,61.2718393013025,17.9322245973617,0.246324736001636,-0.079318013,-0.073156342,0,0.003062537325433,0.09354969424743,16.5311200488394,5739956,15.5629621027611
BANRS,5,15_2t,63768918,293487,14869498,0.005010536154634,0.095907312182547,0.001577901821037,63.9569883193909,17.9707764509215,0.233177831243742,-0.0718065,-0.079318013,0,0.0046023518856,0.091721424534755,16.5148225586197,5848976,15.5817771611512
BANRS,5,15_3t,65292088,359940,13940244,0.004911549322107,0.094745067751844,0.001497447134246,66.5510085764464,17.9943814230466,0.213505869195055,-0.066269546,-0.0718065,0,0.005512765957186,0.093620623681081,16.4502904667303,6112686,15.6258768417502
BANRS,5,15_4t,66937790,196998,14007690,0.004663127866382,0.093713648536388,0.001560165337527,63.0553531965286,18.0192742385625,0.209264303467443,-0.120391517,-0.066269546,0,0.002943001255345,0.09275128443888,16.4551170224916,6208566,15.6414405093696
BANRS,5,16_1t,65965411,312329,12706762,0.004499993865711,0.093344335437479,0.001425205577904,68.6527830231471,18.0046410868574,0.192627648450489,-0.077769049,-0.120391517,0,0.004734738937653,0.095850687567156,16.3576448506773,6322830,15.6596774507075
BANRS,5,16_2t,67864819,355048,13120506,0.004421989501936,0.093494872800662,0.001349218289569,72.5730321473024,18.033028328651,0.193332955032268,-0.071260767,-0.077769049,0,0.005231694495494,0.094976411857814,16.3896869078097,6445557,15.6789016142053
BANRS,5,16_3t,67888144,203683,13074001,0.00423754901481,0.09362987370451,0.001382052621572,70.8130943726259,18.0333719675627,0.192581505837013,-0.037537538,-0.071260767,0,0.003000273508729,0.095334628679788,16.3861361596425,6472091,15.6830097981902
BANRS,5,16_4t,69038486,233795,13780899,0.004073268164933,0.093342526702456,0.001353657984427,71.9648507880962,18.0501746751827,0.199611836794915,-0.121049092,-0.037537538,0,0.003386444482575,0.093330928491103,16.4387940608993,6443426,15.678570944203
BANRS,5,17_1t,68889834,182556,13826740,0.004135949834444,0.093699897451555,0.001257783542666,77.7843277219689,18.0480191779279,0.200707988351373,-0.074738416,-0.121049092,0,0.002649970095733,0.094135108527043,16.4421149564043,6484952,15.6849949740091
BANRS,5,17_2t,70502775,302430,14160103,0.004247454539539,0.093823191867393,0.001201281647323,81.638345699779,18.07116262871,0.200844619236619,-0.068613139,-0.074738416,0,0.004289618387361,0.093656270976568,16.4659389202147,6603027,15.7030387382188
BANRS,5,17_3t,71322435,320291,14231862,0.004172414808664,0.094043371900067,0.001150385922171,85.3763809307986,18.0827214922721,0.199542570300635,-0.040339703,-0.068613139,0,0.004490746845645,0.094375409364529,16.4709938118221,6731084,15.7222467584871
BANRS,5,17_4t,73287391,789357,15352738,0.004556237497383,0.094107897443509,0.002181683002412,45.2238637931491,18.1098991329603,0.209486758779556,-0.091697646,-0.040339703,0,0.010770706791841,0.095992296955966,16.5468043874267,7035025,15.7664118021846
BANRS,5,18_1t,71783539,420683,15255142,0.004789395910462,0.094668546956939,0.002156904205947,46.111432576921,18.0891657458955,0.212515880555847,-0.039295393,-0.091697646,0,0.005860438282376,0.100277488408589,16.5404271845131,7198273,15.7893516941039
BANRS,5,18_2t,75331217,442206,15621730,0.004895046258351,0.09480733566214,0.002177857712441,45.7800256421487,18.1374051752535,0.207373923084237,-0.04109589,-0.039295393,0,0.005870156060269,0.09338688899716,16.5641734516846,7034948,15.7664008568899
BANRS,5,18_3t,75840006,503754,16344426,0.004989176213907,0.09497398290887,0.002230751765774,44.8114221656121,18.144136495025,0.215511929152537,-0.048669695,-0.04109589,0,0.006642325423867,0.095620390641847,16.6093974797508,7251851,15.7967673045895
BANRS,5,18_4t,77427882,416515,17499546,0.005192208852369,0.095078776654356,0.002136470282167,46.9330120543644,18.1648575062499,0.226010909093445,-0.117909118,-0.048669695,0,0.005379392916882,0.094008809384712,16.6776854957001,7278903,15.8004907220053
BANRS,5,19_1t,77870596,461132,17598544,0.005291128365177,0.094977125996359,0.002140839307548,46.835955416191,18.1705589813058,0.225997294280372,-0.071379071,-0.117909118,0,0.005921773091348,0.094630879671192,16.6833267293136,7368963,15.8127875487025
BANRS,5,19_2t,79465734,495164,18263296,0.005374417468599,0.094951010672062,0.002157692613666,46.496626769372,18.1908364678413,0.229826053075908,-0.061980831,-0.071379071,0,0.006231163736561,0.094663027966243,16.7204039206758,7522467,15.8334047006372
BANRS,5,19_3t,80637566,427811,18530443,0.005566507681782,0.095001969745475,0.002025685915275,49.6466291585071,18.2054751783001,0.229799136050312,-0.06675063,-0.061980831,0,0.005305356066923,0.095946137560749,16.7349255051533,7736863,15.8615068662532
BANRS,5,19_4t,81549589,215061,19392004,0.005504069030982,0.095189241423573,0.002108832849348,47.7483601821205,18.2167218471657,0.237794012671235,-0.129726585,-0.06675063,0,0.002637180672977,0.095578188628271,16.7803713741218,7794362,15.8689112097863
BANRS,5,20_1t,82939748,318517,53966080,0.005603266691968,0.095449938523044,0.001750989009106,57.7120728282532,18.2336249744369,0.650666071471546,-0.050400916,-0.129726585,0,0.003840342027564,0.097263473720706,17.8038662590127,8067008,15.9032932156132
BANRS,5,20_2t,86600414,498190,57235767,0.005725193814772,0.095552314053386,0.001747937173791,57.9411602354642,18.2768151541217,0.660917937413094,-0.026133333,-0.050400916,0,0.005752743861017,0.094884777340672,17.862689558136,8217061,15.9217231605197
BANRS,5,20_3t,90033716,670418,60307872,0.005971489855942,0.095418875334987,0.001779263215857,56.9844665406151,18.3156947803634,0.669836531016891,-0.021074816,-0.026133333,0,0.007446299339683,0.092774144743731,17.9149732004405,8352801,15.9381074896784
BANRS,5,20_4t,91675242,4326582,62820455,0.00900681940212,0.095004318613142,0.007918255171448,13.1356133091437,18.3337629116782,0.685249950035583,-0.106382979,-0.021074816,0,0.047194661345972,0.09101761629383,17.9557912949648,8344062,15.9370607061241
BANRS,5,21_1t,95410646,902957,61387514,0.009307108042198,0.094140922694409,0.007935698681623,13.0357810807723,18.3737007234839,0.643403190038143,0.026275116,-0.106382979,0,0.009463901963309,0.089916737383793,17.9327170173891,8579014,15.9648295464456
BBrasil,6,12_4t,1150486189,5332022,353051671,0.0049826454544,0.058413887062416,0.001166109819838,54.3658336790447,20.8634504630217,0.306871715954167,-0.030664097,0,0,0.009544087742906,0.104957628190223,15.4114244314505,66069965,18.0062248142647
BBrasil,6,13_1t,1179208286,4083308,353397068,0.004842449960075,0.058476110679307,0.001243373529935,50.9248098941878,20.8881091061725,0.299690115983462,0.051878354,-0.030664097,0,0.011937742961912,0.104727453991863,15.3702460029575,62121413,17.9446013022836
BBrasil,6,13_2t,1214699573,2342189,375845548,0.004508829852466,0.058579042436931,0.001445262065501,43.651510542864,20.9177626181433,0.309414406948178,0.046605876,0.051878354,0,0.008431402432042,0.087372061283596,15.5503463505053,64721314,17.9856011333514
BBrasil,6,13_3t,1259259852,4259103,378152743,0.004352205856096,0.057900323046959,0.0014580382502,42.6960876331644,20.953789966264,0.300297625148141,0.053521127,0.046605876,0,0.005753170642468,0.093512191078957,15.6025222744297,65924275,18.0040172927977
BBrasil,6,13_4t,1303915123,3935339,395192185,0.003986765506987,0.057334344593747,0.001138270977817,53.8721546062131,20.9886372086085,0.303081219037292,-0.007319624,0.053521127,0,0.004504898697181,0.099987991095735,15.5504234470801,72224795,18.0952939659602
BBrasil,6,14_1t,1369965301,4733278,390176976,0.003807929403254,0.056794632188182,0.001024484126805,59.1542221160867,21.0380512487285,0.284807925949068,0.0756396,-0.007319624,0,0.006493959573498,0.100286410159946,15.6440309868617,73517129,18.1130289846507
BBrasil,6,14_2t,1401127767,4757011,384816768,0.003595567599282,0.056030317500651,0.000775414078237,76.8955410708209,21.0605432971452,0.274647877990416,0.1055505,0.0756396,0,0.00594416197255,0.098749922819317,15.5618154437829,71790625,18.0892644544627
BBrasil,6,14_3t,1431629105,3887122,386232793,0.003518138372018,0.05578361696144,0.000815459117178,72.7219232506296,21.082078867049,0.269785513336571,0.075709779,0.1055505,0,0.003399614899647,0.096021960718278,15.6200837463827,81246059,18.2129928733824
BBrasil,6,14_4t,1437485512,4456577,401177785,0.003367346373853,0.055495740579225,0.000692810855181,84.9627088156237,21.0861612519763,0.279083011029331,0.022767641,0.075709779,0,0.00410280939228,0.100246867155104,15.6106081162353,80613194,18.2051728913504
BBrasil,6,15_1t,1523665704,2202185,404794428,0.003172237003462,0.055088471618988,0.000870810843549,66.9039769705191,21.1443849158185,0.265671417908347,0.077943615,0.022767641,0,0.003383820426065,0.096627509912183,15.6614014569275,83598039,18.241530620842
BBrasil,6,15_2t,1533864244,5160408,393142476,0.003098262275375,0.054639890639542,0.000806041604491,71.6317279321926,21.151056037931,0.256308521134026,0.065785694,0.077943615,0,0.001616779061938,0.087723927708876,15.6754343110509,82642687,18.2300368967679
BBrasil,6,15_3t,1574960866,-3470881,409079766,0.002641442434999,0.054235487785194,0.001724738261418,32.9771371648156,21.1774962619312,0.25973963850858,0.007271578,0.065785694,0,-0.003342808850367,0.0962033586718,15.6552889416442,83814448,18.2441159610925
BBrasil,6,15_4t,1401128757,2456156,406119891,0.002401309293122,0.054299266158838,0.001619391892612,35.0134984068062,21.0605440037187,0.289851941851194,0.016431382,0.007271578,0,0.002985808371147,0.098700381379637,15.6409191581237,81536173,18.2165573202338
BBrasil,6,16_1t,1404881655,4063093,397930613,0.002353756870093,0.054901082392437,0.001593561809426,35.9288475187328,21.0632189048677,0.283248493980797,0.078664403,0.016431382,0,-0.000413475065467,0.097567187506962,15.6337144378215,84155791,18.2481802938209
BBrasil,6,16_2t,1445115497,4611087,383520384,0.002458973893515,0.055273086181423,0.001604554451972,35.9801189694579,21.0914550840364,0.26539081810151,0.126113455,0.078664403,0,0.007303511165592,0.08924149235352,15.5571495535535,83449338,18.2397502751467
BBrasil,6,16_3t,1448211895,3803097,382117728,0.002395960281429,0.055843210002146,0.00157965527293,36.8682783399574,21.0935954565298,0.263854847014635,0.029504742,0.126113455,0,0.01152367172722,0.09623239199492,15.5761876014925,85724139,18.2666450125183
BBrasil,6,16_4t,1401376974,1667282,394668312,0.002243597871729,0.056412321387094,0.001602207285152,36.6094448592168,21.0607211430536,0.281628940194075,0.007801306,0.029504742,0,0.006968496495073,0.096835362036258,15.5754927693301,87193752,18.283643234936
BBrasil,6,17_1t,1402399432,4172354,380647568,0.002203607775651,0.057277653139936,0.00157497918633,37.7663790301804,21.0614504865512,0.271425928529612,0.014238773,0.007801306,0,0.004074549914798,0.086461539645715,15.5661313158559,89820147,18.3133198622291
BBrasil,6,17_2t,1445613792,4199925,393217907,0.002162787638405,0.05824110626267,0.001547396310827,39.0358264902269,21.0917998378719,0.272007578494381,0.073749355,0.014238773,0,0.010195921455402,0.088659405340224,15.5202364681385,90783362,18.3239865888959
BBrasil,6,17_3t,1399890755,4317215,389195573,0.002193520282967,0.059081607200573,0.001562948645528,39.2048245851668,21.0596600383801,0.278018532238967,0.006020799,0.073749355,0,0.009914453293529,0.099977731334086,15.5446470036506,93564197,18.3541583575882
BBrasil,6,17_4t,1369201171,4901973,405168767,0.002233512891909,0.060416908099222,0.001594089172068,39.301704126043,21.0374933198639,0.295916170378443,0.028205519,0.006020799,0,0.011699367332568,0.099844733808705,15.5868945158294,98723402,18.4078325786297
BBrasil,6,18_1t,1422830268,4087905,415977661,0.002352492854483,0.061773429793313,0.001583156995041,40.5050938401411,21.0759138713574,0.292359299879612,0.041922862,0.028205519,0,0.011654714187929,0.102226283383296,15.5852582014132,101226764,18.4328737462557
BBrasil,6,18_2t,1450252875,4196268,431877317,0.002313255748079,0.063181231403173,0.001561486491836,41.9436783434899,21.0950037747253,0.297794491184856,0.146688338,0.041922862,0,0.007239491413513,0.103464139426682,15.6003244625044,102637831,18.4467171459361
BBrasil,6,18_3t,1471117157,5160229,448042324,0.002789212651811,0.064627504021326,0.000682589538507,98.7661147291458,21.1092879198538,0.304559240484747,0.03030303,0.146688338,0,0.00769606091599,0.105195009662543,15.5602477743463,103819851,18.4581677531861
BBrasil,6,18_4t,1417143716,6063176,442285753,0.00299966802036,0.065790920910778,0.000722229378013,95.2475640362323,21.0719092152361,0.312096612366448,0.04650815,0.03030303,0,0.009721252416996,0.09959314923823,15.7287413638078,102252882,18.442959538309
BBrasil,6,19_1t,1516959367,5472012,457407927,0.003059259611892,0.066571018514986,0.000741786090801,93.8684062567392,21.1399737518519,0.301529452238782,0.037907101,0.04650815,0,0.008269422342197,0.102779169004413,15.7177404649321,105070032,18.4701376572238
BBrasil,6,19_2t,1541400042,4078268,462509343,0.003013843943544,0.067269578611862,0.000749641630624,93.7560291266911,21.1559569585561,0.300057954066151,0.091079812,0.037907101,0,0.011375245203181,0.1031186676447,15.7788504933428,101930492,18.4398016879749
BBrasil,6,19_3t,1497428900,2568372,462835291,0.002937937612762,0.068230082497716,0.000833861832583,85.3474968269645,21.1270154076948,0.309086655800486,0.052847614,0.091079812,0,0.009794630672094,0.105414728722143,15.7123935647731,105896881,18.4779763578244
BBrasil,6,19_4t,1469222655,360289,463877736,0.002859227504198,0.069202806631664,0.001034353884655,69.6686455234724,21.1079992917473,0.315730045695491,0.065850381,0.052847614,0,0.014166220409319,0.111648741466154,15.8187986523163,108564894,18.5028586535359
BBrasil,6,20_1t,1663538088,595800,457581381,0.00934041099561,0.098614116107147,0.003420634943553,31.559791934604,21.2322125494637,0.275065166406938,0.1191067,0.065850381,0,0.000358152304596,0.061447634254588,19.9414653088279,102220480,18.4426426070476
